transaction_id,user_id,country,transaction_date,amount,payment_method
4886002,4886,India,2024-10-18,813.99,Card
911002,911,USA,2024-04-15,902.58,Card
678700002,6787,Brazil,2025-01-28,138.68,ApplePay
1554006,1554,Korea,2023-09-13,134.29,Card
6494001,6494,China,2023-01-12,821.65,Card
8190002,8190,Germany,2023-11-23,628.6,Card
138400003,1384,France,2024-06-09,536.47,ApplePay
4608005,4608,Germany,2024-07-21,814.35,Card
1458003,1458,USA,2024-12-19,42.8,Card
2986006,2986,China,2022-06-12,995.16,PayPal
9326002,9326,Korea,2023-10-30,775.14,PayPal
6581001,6581,India,2025-01-30,762.03,PayPal
6517001,6517,Italy,2024-04-01,253.01,Card
8937007,8937,Brazil,2022-10-22,348.23,Card
4522002,4522,India,2023-03-23,490.7,PayPal
6405001,6405,France,2023-04-23,780.41,Card
2090003,2090,Brazil,2025-02-20,454.6,PayPal
1576007,1576,Italy,2024-03-11,687.13,Card
6389007,6389,USA,2024-07-30,278.1,Card
2964005,2964,China,2023-02-06,72.66,Card
3728003,3728,China,2025-01-30,136.58,PayPal
2964004,2964,China,2023-05-14,979.15,Card
1561005,1561,Germany,2024-06-23,973.39,Card
7461006,7461,France,2025-01-28,433.61,Card
1342004,1342,Korea,2023-11-19,276.8,PayPal
953200003,9532,Germany,2025-01-24,552.31,ApplePay
43005,43,Mexico,2023-03-08,514.24,PayPal
2871003,2871,France,2022-08-21,97.64,PayPal
3534004,3534,Italy,2025-02-17,121.39,Card
7761001,7761,Korea,2022-07-13,333.85,Card
8708002,8708,Korea,2024-11-18,552.02,Card
3112006,3112,China,2024-11-22,174.95,PayPal
3128004,3128,USA,2025-02-09,759.57,Card
6389002,6389,USA,2024-09-02,992.23,Card
4471001,4471,Brazil,2024-12-01,151.92,PayPal
274004,274,Japan,2024-11-05,899.59,Card
7151009,7151,Germany,2023-12-04,375.38,Card
4609001,4609,India,2024-11-13,564.8,PayPal
4752005,4752,Korea,2024-09-20,135.86,Card
3182004,3182,France,2023-11-20,819.92,Card
4671004,4671,India,2025-01-02,659.49,PayPal
8099007,8099,India,2023-12-29,704.53,PayPal
6615003,6615,Italy,2024-11-23,959.22,PayPal
5489004,5489,Mexico,2024-11-12,3.08,PayPal
5662008,5662,Korea,2023-11-26,155.74,PayPal
2238007,2238,China,2024-03-18,483.07,PayPal
6494003,6494,China,2023-01-31,188.92,Card
1397004,1397,Italy,2024-01-26,778.7,Card
787002,787,Korea,2023-03-29,882.08,PayPal
732000003,7320,China,2024-10-25,973.07,ApplePay
9566006,9566,Japan,2024-05-28,390.01,Card
6527001,6527,China,2025-02-11,82.58,PayPal
9706003,9706,Mexico,2024-12-07,103.57,PayPal
4084003,4084,Brazil,2023-04-19,299.94,PayPal
1809003,1809,China,2024-08-29,127.44,PayPal
335001,335,France,2024-04-26,731.39,Card
8216009,8216,Italy,2024-12-01,351.67,Card
9002001,9002,Korea,2024-09-21,944.5,Card
4317004,4317,India,2024-11-03,178.71,PayPal
9937002,9937,USA,2025-02-23,806.81,PayPal
6453005,6453,Russia,2024-10-27,98.7,Card
7104008,7104,India,2024-12-05,428.96,PayPal
396700008,3967,France,2024-04-19,730.23,ApplePay
7998006,7998,Germany,2022-05-23,168.5,PayPal
431001,431,Brazil,2024-09-25,56.76,Card
807004343,3172,Korea,1970-01-01,80.18,ApplePay
7897006,7897,Germany,2023-06-28,941.78,Card
2754006,2754,Brazil,2023-07-24,761.99,PayPal
3878004,3878,India,2024-08-13,481.81,Card
3651001,3651,Japan,2023-10-10,901.65,PayPal
975900006,9759,Japan,2024-07-20,717.61,ApplePay
2754005,2754,Brazil,2023-07-17,835.16,PayPal
8841006,8841,France,2022-08-29,461.05,PayPal
2246005,2246,Germany,2024-12-13,432.88,PayPal
9098006,9098,Mexico,2023-05-21,481.51,Card
4110005,4110,USA,2024-07-11,611.24,PayPal
4891005,4891,France,2024-08-06,247.42,Card
1515009,1515,India,2025-01-07,72.72,Card
5736002,5736,Mexico,2023-09-23,21.24,PayPal
9230003,9230,Japan,2024-08-10,727.42,PayPal
9138006,9138,Italy,2024-09-28,773.82,Card
67600001,676,Brazil,2024-05-27,565.23,ApplePay
8269002,8269,USA,2024-07-09,410.37,Card
4238001,4238,Italy,2024-08-24,423.31,Card
8006001,8006,Germany,2023-03-01,178.17,Card
89001,89,Russia,2024-12-06,697.96,Card
6984006,6984,Russia,2022-08-13,146.47,Card
3016001,3016,Korea,2025-01-23,52.62,PayPal
6904004,6904,Germany,2024-11-12,360.79,Card
2931008,2931,Germany,2023-01-09,604.21,Card
488006,488,Germany,2023-01-18,438.83,Card
5662003,5662,Korea,2023-02-25,252.25,PayPal
6787002,6787,Brazil,2023-05-02,944.87,Card
7784001,7784,Korea,2024-12-28,113.06,Card
2889003,2889,India,2024-06-23,633.31,PayPal
7017002,7017,Brazil,2024-07-29,953.07,PayPal
7295002,7295,Japan,2022-06-11,116.07,Card
3504007,3504,France,2024-01-03,240.18,PayPal
138001,138,Germany,2024-12-19,525.92,PayPal
6038004,6038,Germany,2025-01-04,820.93,PayPal
1387005,1387,Italy,2022-11-09,213.39,Card
660061687,8060,USA,1970-01-01,793.43,Card
2613001,2613,China,2024-12-04,248.96,PayPal
7667002,7667,India,2024-09-22,398.06,PayPal
5784001,5784,Mexico,2024-07-23,20.61,Card
473700005,4737,Mexico,2024-09-18,119.15,ApplePay
43007,43,Mexico,2022-12-14,163.72,Card
824001,824,USA,2025-01-29,366.32,PayPal
5911006,5911,India,2024-11-28,926.11,PayPal
461654649,1515,India,1970-01-01,566.04,Card
2964007,2964,China,2024-08-20,720.24,PayPal
3647001,3647,Germany,2025-03-09,359.45,PayPal
512014725,9435,USA,1970-01-01,155.63,Card
7092004,7092,France,2024-12-21,950.08,PayPal
6381001,6381,USA,2023-04-01,503.12,Card
136700003,1367,Korea,2025-01-05,262.22,ApplePay
113074343,2429,Korea,1970-01-01,909.35,Card
6826007,6826,USA,2025-02-26,410.74,Card
4709003,4709,China,2024-10-05,557.43,PayPal
694002,694,China,2024-08-16,779.42,PayPal
157100001,1571,Germany,2024-06-25,636.67,ApplePay
4815002,4815,Brazil,2024-10-09,806.21,Card
2986001,2986,China,2024-07-01,792.5,Card
4957002,4957,Korea,2024-11-16,533.47,PayPal
3549010,3549,USA,2024-11-30,387.36,PayPal
2787008,2787,USA,2024-01-26,594.95,PayPal
6270006,6270,France,2024-06-16,303.23,PayPal
9772007,9772,Russia,2024-07-02,847.31,Card
839700001,8397,Mexico,2024-04-12,44.14,ApplePay
4307003,4307,Mexico,2024-08-24,406.59,PayPal
995001,995,India,2024-01-04,72.17,Card
312300002,3123,Korea,2024-05-10,496.48,ApplePay
6862009,6862,Brazil,2023-03-23,241.85,Card
3830008,3830,Germany,2025-02-06,767.16,PayPal
1453003,1453,India,2024-10-19,429.28,PayPal
2097001,2097,Italy,2025-01-29,145.56,PayPal
7427006,7427,India,2024-08-15,186.67,PayPal
1690005,1690,Italy,2024-05-13,541.43,Card
4773001,4773,USA,2023-05-01,117.96,PayPal
89003,89,Russia,2023-04-07,761.82,PayPal
6343002,6343,China,2023-09-06,608.9,PayPal
2381006,2381,Korea,2024-11-08,815.99,PayPal
3048009,3048,France,2025-02-14,779.56,Card
6551004,6551,China,2024-10-19,950.72,Card
2845002,2845,Korea,2023-07-23,676.79,Card
6587005,6587,Germany,2024-05-10,511.94,PayPal
4272001,4272,USA,2024-09-17,226.04,PayPal
5579001,5579,Brazil,2024-12-25,978.8,PayPal
8457003,8457,Brazil,2023-12-30,20.37,Card
3182006,3182,France,2024-05-16,709.24,Card
134007,134,USA,2024-03-23,323.54,Card
5035002,5035,USA,2024-12-31,496.33,PayPal
1041004,1041,India,2024-05-25,747.3,PayPal
3946001,3946,Russia,2024-06-30,261.37,Card
7493005,7493,Japan,2023-05-05,422.66,PayPal
2844004,2844,Korea,2022-12-10,630.85,PayPal
253000009,2530,Germany,2024-07-01,662.66,ApplePay
1395002,1395,France,2023-08-04,259.09,Card
7998002,7998,Germany,2024-06-03,876.37,Card
8671005,8671,Brazil,2023-08-06,558.62,Card
9359001,9359,Korea,2023-09-23,795.35,PayPal
6803002,6803,Mexico,2023-08-03,611.6,PayPal
9777005,9777,France,2025-01-24,935.48,Card
6850001,6850,France,2025-01-28,963.06,Card
3727006,3727,France,2024-10-11,280.77,Card
412002,412,India,2025-02-03,114.13,Card
8606008,8606,France,2024-03-08,909.98,PayPal
5099006,5099,USA,2024-08-07,52.74,PayPal
5457001,5457,Japan,2023-11-10,647.75,PayPal
6015001,6015,France,2024-06-13,835.94,Card
9172003,9172,Germany,2023-10-05,637.93,Card
8799007,8799,France,2023-08-23,44.7,Card
7174001,7174,Italy,2025-02-20,844.4,PayPal
7017009,7017,Brazil,2024-10-14,553.26,Card
8710004,8710,Korea,2025-02-09,223.25,Card
575784682,7899,USA,1970-01-01,303.02,Card
1576005,1576,Italy,2024-05-03,176.96,Card
6267008,6267,India,2023-03-30,543.31,PayPal
7630002,7630,China,2022-12-26,882.64,PayPal
8386002,8386,France,2024-07-19,673.0,Card
9510007,9510,China,2023-09-23,424.08,Card
861337706,4510,Italy,1970-01-01,204.64,PayPal
1131007,1131,China,2024-08-18,815.84,Card
1521004,1521,Mexico,2024-11-07,63.66,PayPal
4015003,4015,Brazil,2023-12-12,648.96,Card
850963557,4671,India,1970-01-01,672.4,Card
383300005,3833,Italy,2024-12-10,594.81,ApplePay
6439002,6439,India,2023-04-28,187.53,PayPal
2614007,2614,India,2023-09-27,513.46,PayPal
1241002,1241,Mexico,2023-11-15,114.23,PayPal
3534007,3534,Italy,2024-06-15,205.92,Card
903100002,9031,France,2024-10-15,176.44,ApplePay
912800002,9128,Japan,2024-03-30,728.58,ApplePay
687700003,6877,France,2024-04-01,297.6,ApplePay
870800003,8708,Korea,2024-07-29,447.46,ApplePay
493400008,4934,China,2024-05-19,268.39,ApplePay
3163007,3163,USA,2025-02-23,144.98,PayPal
514002,514,France,2024-10-14,471.81,PayPal
739300002,7393,Korea,2024-10-06,735.32,ApplePay
4401008,4401,Germany,2024-11-04,39.46,Card
701103383,8438,Japan,1970-01-01,413.5,PayPal
317002,317,Germany,2024-05-17,440.81,PayPal
5031001,5031,USA,2024-03-15,608.71,PayPal
5189001,5189,India,2024-12-05,774.91,PayPal
9340003,9340,India,2023-01-20,330.13,Card
2022001,2022,Brazil,2025-01-07,207.74,PayPal
920626869,6636,Russia,1970-01-01,362.64,PayPal
8187002,8187,India,2024-02-09,38.02,PayPal
7897001,7897,Germany,2023-09-14,432.26,Card
7427005,7427,India,2024-07-29,974.8,PayPal
5092005,5092,Russia,2024-03-05,4.72,PayPal
449001,449,India,2024-12-20,837.13,PayPal
211083893,2986,China,1970-01-01,433.13,PayPal
2036002,2036,India,2024-04-09,166.33,PayPal
6904005,6904,Germany,2024-05-14,729.16,Card
9878009,9878,Korea,2024-11-28,288.91,PayPal
5764003,5764,Mexico,2023-08-29,1.06,PayPal
1029001,1029,India,2024-11-17,96.04,PayPal
590000010,5900,Japan,2024-07-24,208.4,ApplePay
6772005,6772,Brazil,2024-11-02,938.78,PayPal
3230002,3230,USA,2024-08-26,980.51,Card
2800005,2800,USA,2023-03-14,10.37,Card
535054112,5277,Japan,1970-01-01,319.16,Card
3235007,3235,USA,2024-09-03,329.6,Card
96006,96,Italy,2024-08-11,53.52,PayPal
789900005,7899,USA,2024-08-03,524.18,ApplePay
1321002,1321,USA,2024-08-22,306.07,PayPal
3012009,3012,France,2024-11-14,446.96,Card
737700001,7377,Japan,2024-08-22,967.06,ApplePay
6494002,6494,China,2023-08-01,699.65,Card
706125361,4886,India,1970-01-01,674.6,Card
8606002,8606,France,2024-12-09,659.6,PayPal
6525003,6525,Brazil,2023-09-13,908.42,Card
2022009,2022,Brazil,2025-01-03,397.44,PayPal
663001,663,China,2023-08-08,359.93,PayPal
724200003,7242,China,2024-09-27,680.56,ApplePay
8455007,8455,India,2024-05-11,332.92,PayPal
41800009,418,France,2025-01-27,331.93,ApplePay
9276008,9276,Brazil,2024-09-20,285.11,Card
1809005,1809,China,2024-06-08,264.63,Card
2003009,2003,Germany,2025-03-07,728.31,PayPal
7676007,7676,Italy,2024-08-28,460.08,PayPal
8343001,8343,Mexico,2025-03-05,0.0,PayPal
4669004,4669,Germany,2024-12-23,774.97,Card
301600002,3016,Korea,2024-05-27,684.5,ApplePay
4269001,4269,China,2025-01-10,80.23,Card
6826006,6826,USA,2025-02-04,428.18,Card
836664572,1289,China,1970-01-01,579.2,PayPal
945502330,4911,France,1970-01-01,256.23,PayPal
446300006,4463,Japan,2024-03-30,707.96,ApplePay
7068004,7068,Mexico,2024-02-22,122.01,Card
1395003,1395,France,2025-01-23,549.32,Card
9221002,9221,Germany,2024-07-27,311.73,PayPal
1070001,1070,China,2023-11-22,455.7,Card
2090004,2090,Brazil,2024-12-16,488.38,Card
2344004,2344,Italy,2023-01-01,400.43,Card
9883006,9883,Mexico,2022-12-08,25.09,PayPal
3513008,3513,USA,2024-06-01,195.69,Card
9719005,9719,France,2025-02-10,695.17,PayPal
6961006,6961,Germany,2024-07-26,12.42,PayPal
7441002,7441,Korea,2023-12-31,692.26,Card
306294605,5390,Brazil,1970-01-01,430.6,Card
9878004,9878,Korea,2024-03-13,490.92,Card
5390002,5390,Brazil,2023-10-07,347.8,Card
6038005,6038,Germany,2024-02-08,335.2,PayPal
5764004,5764,Mexico,2023-02-14,514.87,PayPal
4322006,4322,France,2022-07-28,281.62,Card
9719004,9719,France,2025-02-22,957.26,Card
369000008,3690,India,2024-12-10,588.2,ApplePay
659001,659,China,2024-03-05,644.11,Card
5927002,5927,Mexico,2024-01-01,228.09,Card
6125001,6125,France,2024-11-03,227.49,Card
4522003,4522,India,2024-08-31,518.31,PayPal
8455006,8455,India,2024-08-20,223.0,Card
3810005,3810,China,2024-03-03,390.78,Card
1307002,1307,Mexico,2024-12-07,208.23,Card
317005,317,Germany,2025-01-26,68.1,Card
5922005,5922,USA,2023-06-03,551.17,PayPal
3391001,3391,India,2024-10-08,164.59,Card
1554005,1554,Korea,2024-06-17,93.77,Card
373004,373,Brazil,2024-03-11,227.27,Card
4356007,4356,Korea,2022-08-12,800.72,Card
3927002,3927,Russia,2024-09-22,609.0,Card
694005,694,China,2023-08-18,727.7,PayPal
6964003,6964,Mexico,2024-01-21,164.51,PayPal
6964002,6964,Mexico,2023-05-16,573.32,Card
7186002,7186,Japan,2024-12-21,223.65,PayPal
6776005,6776,Korea,2025-02-11,416.18,Card
1384004,1384,France,2023-12-22,710.19,PayPal
8741005,8741,China,2025-02-06,90.54,PayPal
5359004,5359,France,2025-01-22,297.77,PayPal
567001,567,India,2024-10-24,637.94,Card
6801001,6801,Mexico,2024-10-31,207.96,PayPal
686200004,6862,Brazil,2024-11-17,584.09,ApplePay
3253001,3253,China,2024-09-05,799.26,Card
9062003,9062,Korea,2023-06-27,285.6,Card
9541006,9541,India,2025-01-08,9.26,PayPal
6131001,6131,India,2023-08-11,247.37,PayPal
8006004,8006,Germany,2023-09-30,189.64,Card
7453002,7453,India,2024-01-21,456.37,Card
3053004,3053,China,2024-08-02,18.59,Card
1467003,1467,USA,2025-01-04,282.82,Card
4401007,4401,Germany,2025-01-25,476.62,PayPal
9532006,9532,Germany,2024-09-09,220.43,Card
2054004,2054,China,2024-11-09,265.14,PayPal
3096004,3096,Korea,2024-08-21,955.81,PayPal
7983001,7983,Germany,2024-12-20,280.32,PayPal
9674003,9674,Brazil,2023-07-05,606.56,PayPal
4827009,4827,Korea,2024-11-07,483.98,Card
8132004,8132,Mexico,2024-03-01,36.74,Card
335008,335,France,2024-05-09,622.6,PayPal
397001,397,Russia,2025-02-10,537.53,Card
4618007,4618,France,2023-12-11,592.72,Card
5953003,5953,Brazil,2024-09-15,91.04,Card
7100002,7100,Italy,2024-01-08,971.87,PayPal
2072003,2072,USA,2023-09-18,886.0,Card
4356004,4356,Korea,2024-10-28,553.63,Card
5775004,5775,Italy,2024-09-17,541.39,Card
6689002,6689,India,2024-12-29,191.17,PayPal
7451002,7451,USA,2024-10-12,985.55,PayPal
8092004,8092,Mexico,2023-08-23,619.67,PayPal
3408005,3408,Brazil,2024-12-31,901.38,PayPal
6057006,6057,India,2024-07-02,420.15,Card
8162001,8162,Japan,2023-05-14,952.93,Card
1910006,1910,Mexico,2024-07-17,81.08,PayPal
655100010,6551,China,2024-06-01,310.38,ApplePay
3408002,3408,Brazil,2024-10-16,649.15,Card
638900004,6389,USA,2025-02-09,634.25,ApplePay
8865003,8865,Japan,2024-09-09,313.5,Card
9783006,9783,USA,2024-11-08,849.1,PayPal
8708005,8708,Korea,2024-12-14,425.44,Card
5963002,5963,Germany,2024-11-27,500.46,Card
1943001,1943,Brazil,2023-11-30,579.32,PayPal
4209008,4209,India,2024-05-27,69.85,Card
2606005,2606,Italy,2025-02-15,510.55,Card
2447003,2447,Germany,2024-04-27,85.42,Card
157100006,1571,Germany,2025-01-03,668.51,ApplePay
5694005,5694,Germany,2025-01-03,874.44,PayPal
965000006,9650,Italy,2024-03-19,295.76,ApplePay
3350007,3350,Brazil,2024-01-15,852.82,Card
1595005,1595,India,2024-06-06,368.99,PayPal
284400010,2844,Korea,2024-12-25,860.7,ApplePay
458400007,4584,Germany,2024-07-08,994.24,ApplePay
9772004,9772,Russia,2023-12-23,654.38,PayPal
7630004,7630,China,2024-02-18,232.09,Card
105100004,1051,Mexico,2024-09-08,25.64,ApplePay
8099005,8099,India,2023-01-23,703.88,PayPal
6389004,6389,USA,2024-12-03,864.87,PayPal
7874002,7874,Korea,2025-01-01,305.64,Card
6918001,6918,Russia,2023-06-16,804.32,Card
1814002,1814,Italy,2024-07-26,956.28,PayPal
7710001,7710,Korea,2024-07-13,973.24,Card
6984002,6984,Russia,2025-03-02,115.49,Card
877900002,8779,India,2025-01-31,313.03,ApplePay
917200004,9172,Germany,2024-11-16,146.24,ApplePay
4110007,4110,USA,2024-08-07,413.83,Card
2003010,2003,Germany,2025-01-01,51.31,Card
43100007,431,Brazil,2024-11-14,320.44,ApplePay
5270002,5270,Brazil,2024-06-01,818.48,Card
6777005,6777,Germany,2025-01-01,150.37,PayPal
465002,465,Germany,2023-03-10,369.24,PayPal
6380002,6380,Korea,2023-05-02,619.85,PayPal
2003004,2003,Germany,2025-01-30,529.24,PayPal
717400003,7174,Italy,2024-04-18,271.02,ApplePay
1609005,1609,China,2024-09-22,49.83,Card
2238003,2238,China,2024-09-16,148.28,Card
7977002,7977,USA,2024-11-25,785.33,Card
1157002,1157,Korea,2024-12-11,273.72,PayPal
5482010,5482,USA,2023-04-24,834.88,Card
672500005,6725,India,2024-12-26,856.34,ApplePay
5537007,5537,Mexico,2023-09-13,58.89,Card
710000001,7100,Italy,2024-10-16,663.84,ApplePay
1787004,1787,China,2024-12-14,816.72,Card
8716001,8716,Russia,2025-02-01,878.96,Card
1093003,1093,Italy,2024-05-10,851.02,Card
5544005,5544,Germany,2024-12-18,650.85,Card
8827005,8827,Germany,2024-09-10,136.6,PayPal
9601008,9601,India,2024-05-07,863.16,Card
1881001,1881,Italy,2025-03-08,634.34,PayPal
3595006,3595,Mexico,2023-08-16,474.1,Card
3246001,3246,Italy,2024-07-05,475.13,PayPal
3889008,3889,India,2022-11-21,574.0,Card
3298006,3298,USA,2023-10-21,668.51,Card
1784003,1784,China,2024-09-15,863.29,PayPal
5544004,5544,Germany,2024-08-04,767.83,PayPal
378008,378,China,2024-06-11,962.72,Card
8262002,8262,Mexico,2024-04-06,484.72,PayPal
1158010,1158,France,2024-09-26,501.19,Card
375002,375,Brazil,2024-09-18,809.33,PayPal
2381002,2381,Korea,2024-12-05,809.73,PayPal
9620004,9620,Japan,2023-09-19,962.26,PayPal
2810005,2810,France,2022-03-09,462.37,Card
2800007,2800,USA,2023-10-15,427.62,PayPal
4737005,4737,Mexico,2024-07-24,209.32,Card
4738003,4738,Italy,2024-12-03,588.48,PayPal
5374001,5374,India,2024-11-07,251.11,Card
3059001,3059,Germany,2024-08-02,545.48,Card
9340002,9340,India,2023-03-23,860.09,Card
746009,746,India,2024-07-12,220.24,PayPal
3241001,3241,France,2023-03-03,145.27,PayPal
3246005,3246,Italy,2024-07-06,829.84,PayPal
7761005,7761,Korea,2024-07-02,588.1,Card
7267001,7267,Mexico,2024-05-10,420.8,PayPal
352800006,3528,Germany,2024-03-07,984.15,ApplePay
8783001,8783,China,2023-06-25,209.89,PayPal
6725001,6725,India,2023-12-11,945.91,Card
4316005,4316,Brazil,2023-05-23,927.96,PayPal
1158001,1158,France,2023-06-11,748.41,PayPal
8397004,8397,Mexico,2024-03-06,333.92,PayPal
2521002,2521,USA,2025-01-31,403.61,Card
7461006,7461,France,2025-01-28,433.61,Card
746006,746,India,2025-01-03,824.94,Card
6858005,6858,Mexico,2025-02-26,60.05,Card
677600004,6776,Korea,2024-03-13,411.15,ApplePay
4330003,4330,USA,2024-12-25,293.95,PayPal
520003,520,France,2024-03-16,291.09,PayPal
475003,475,France,2023-07-19,421.32,PayPal
4669005,4669,Germany,2025-02-12,76.25,Card
3621004,3621,India,2024-09-10,786.79,Card
1809004,1809,China,2024-10-31,380.09,PayPal
962631576,2491,USA,1970-01-01,365.1,Card
5689004,5689,Russia,2023-09-01,572.17,Card
7528004,7528,USA,2023-05-18,562.52,PayPal
163195146,2748,USA,1970-01-01,47.26,Card
668900004,6689,India,2024-08-17,898.61,ApplePay
7599002,7599,Italy,2024-04-20,836.32,Card
6547002,6547,Mexico,2024-04-09,447.01,PayPal
2889002,2889,India,2023-06-01,839.06,Card
2999004,2999,Korea,2024-11-02,270.7,Card
575700003,5757,USA,2024-08-31,145.62,ApplePay
2263006,2263,France,2024-11-26,213.15,Card
7405001,7405,Germany,2024-02-11,187.37,Card
596300006,5963,Germany,2024-05-09,846.41,ApplePay
9326005,9326,Korea,2024-11-07,199.94,Card
9570004,9570,USA,2024-10-07,722.27,Card
714100005,7141,Italy,2024-07-22,302.63,ApplePay
8501007,8501,Brazil,2024-07-21,456.11,PayPal
5885004,5885,India,2023-07-23,610.64,Card
6525005,6525,Brazil,2023-12-24,776.82,PayPal
134003,134,USA,2024-11-05,93.87,PayPal
529001,529,Italy,2024-06-11,86.93,Card
6353004,6353,Germany,2023-12-14,554.57,Card
1354007,1354,France,2024-11-19,104.88,Card
4815003,4815,Brazil,2024-09-23,70.75,Card
1814001,1814,Italy,2023-05-06,91.65,PayPal
8313005,8313,France,2024-09-06,770.5,PayPal
3100006,3100,France,2024-12-25,270.85,PayPal
7441001,7441,Korea,2023-12-16,734.21,PayPal
3246006,3246,Italy,2024-07-27,387.07,PayPal
177600002,1776,France,2024-11-24,902.93,ApplePay
304800005,3048,France,2024-10-01,31.66,ApplePay
7405004,7405,Germany,2023-08-14,376.37,Card
8084002,8084,Korea,2023-02-11,923.36,Card
184400007,1844,Italy,2024-08-28,450.15,ApplePay
2614006,2614,India,2024-01-25,510.88,Card
5812004,5812,Brazil,2024-04-02,885.56,PayPal
1458007,1458,USA,2024-09-20,290.35,Card
8779002,8779,India,2024-12-16,922.01,Card
2832001,2832,France,2025-02-12,217.3,PayPal
665200004,6652,India,2024-07-22,264.28,ApplePay
4760001,4760,France,2022-12-07,953.89,Card
4669003,4669,Germany,2025-01-18,256.59,Card
9674005,9674,Brazil,2023-12-18,596.28,Card
7780004,7780,Italy,2025-02-20,417.43,Card
1354008,1354,France,2025-01-12,16.04,Card
8607004,8607,Italy,2024-07-25,606.76,PayPal
34800003,348,Germany,2024-10-07,455.93,ApplePay
2429006,2429,Korea,2024-10-18,856.31,PayPal
5197004,5197,Germany,2023-05-06,423.96,Card
859000007,8590,Germany,2024-12-21,392.0,ApplePay
2054001,2054,China,2024-10-09,90.63,PayPal
3112004,3112,China,2024-12-09,70.97,Card
9221009,9221,Germany,2024-06-25,437.54,PayPal
694006,694,China,2024-03-10,115.78,Card
3251009,3251,Germany,2024-11-17,748.01,PayPal
551007,551,France,2025-02-22,917.03,Card
5590003,5590,Mexico,2022-12-13,595.48,Card
995004,995,India,2022-12-31,538.32,Card
6717003,6717,China,2024-07-13,61.54,Card
720122026,3810,China,1970-01-01,808.43,PayPal
4720001,4720,Germany,2024-01-28,937.86,PayPal
7017007,7017,Brazil,2024-11-21,840.53,PayPal
452003,452,Germany,2025-02-22,59.75,PayPal
408400003,4084,Brazil,2024-11-22,147.36,ApplePay
466006,466,France,2023-11-19,193.27,PayPal
4832004,4832,France,2024-04-25,191.71,PayPal
635683151,6293,Mexico,1970-01-01,286.6,Card
43002,43,Mexico,2023-09-27,579.65,PayPal
2810004,2810,France,2024-11-20,223.24,Card
2657006,2657,India,2024-09-08,699.64,PayPal
1387004,1387,Italy,2023-06-21,129.25,PayPal
335007,335,France,2024-03-27,425.83,PayPal
466001,466,France,2024-06-29,665.6,PayPal
4238006,4238,Italy,2025-02-17,902.49,Card
8593003,8593,Japan,2024-10-23,370.92,PayPal
6380007,6380,Korea,2025-03-04,110.85,PayPal
3402002,3402,China,2024-06-25,693.34,PayPal
7057005,7057,India,2025-02-12,371.22,PayPal
8050007,8050,USA,2024-06-04,996.7,Card
9466004,9466,USA,2024-04-30,987.29,PayPal
8187003,8187,India,2025-01-23,561.49,Card
3298004,3298,USA,2023-07-19,735.45,PayPal
5537002,5537,Mexico,2024-07-05,10.06,Card
1702002,1702,China,2024-05-23,747.93,Card
8741003,8741,China,2024-04-19,468.92,Card
9340006,9340,India,2023-12-08,917.35,Card
8162004,8162,Japan,2023-10-17,496.24,PayPal
2238002,2238,China,2024-07-18,326.49,PayPal
6198005,6198,Mexico,2023-12-25,546.22,PayPal
375005,375,Brazil,2024-03-28,386.88,PayPal
9570002,9570,USA,2024-04-03,757.92,PayPal
6757005,6757,Germany,2024-05-28,598.53,Card
3673006,3673,Russia,2023-12-08,400.4,PayPal
7057009,7057,India,2025-02-25,665.25,Card
7118001,7118,Korea,2023-11-20,113.79,PayPal
908600002,9086,France,2024-04-05,181.13,ApplePay
3096003,3096,Korea,2024-11-23,112.08,PayPal
317001,317,Germany,2024-06-14,816.1,Card
31005,31,India,2023-12-17,378.83,Card
6019001,6019,Japan,2024-08-11,786.73,PayPal
5270007,5270,Brazil,2023-11-06,100.01,PayPal
9048007,9048,China,2024-11-15,723.87,PayPal
4689005,4689,Germany,2024-12-26,814.58,PayPal
7983002,7983,Germany,2024-06-10,775.99,PayPal
8669001,8669,France,2024-07-28,616.51,Card
594984691,6777,Germany,1970-01-01,525.05,Card
8736003,8736,Italy,2022-11-25,713.17,PayPal
317004,317,Germany,2024-07-04,153.16,Card
4709007,4709,China,2024-12-20,828.23,Card
5482006,5482,USA,2024-02-24,668.42,Card
5359002,5359,France,2024-11-04,679.92,PayPal
4022006,4022,Mexico,2024-01-08,518.5,Card
1012002,1012,Mexico,2024-05-14,328.95,PayPal
9601005,9601,India,2024-04-07,332.23,Card
732700002,7327,Germany,2024-07-09,944.31,ApplePay
834005,834,India,2024-05-02,446.39,Card
363005,363,India,2023-03-15,237.32,PayPal
7871003,7871,China,2024-11-27,692.54,Card
710265246,7461,France,1970-01-01,433.61,Card
2447005,2447,Germany,2024-08-19,442.25,Card
5724001,5724,Mexico,2024-12-18,15.01,PayPal
9383004,9383,Korea,2025-02-14,293.51,Card
207005,207,USA,2024-08-05,907.53,PayPal
3534002,3534,Italy,2024-08-10,330.59,Card
188008,188,India,2023-09-06,559.15,PayPal
8316004,8316,Brazil,2022-12-25,666.54,Card
3123007,3123,Korea,2024-08-10,454.26,PayPal
894002,894,Russia,2025-03-04,874.44,Card
6333002,6333,India,2024-10-07,527.22,Card
769004,769,Mexico,2022-08-12,413.73,PayPal
7185005,7185,India,2025-03-02,735.04,Card
1019001,1019,USA,2024-11-28,427.9,PayPal
